Average_Salary,Years_Experience,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Job_Title_Chef,Job_Title_Construction Worker,Job_Title_Customer Support,Job_Title_Data Scientist,Job_Title_Doctor,Job_Title_Financial Analyst,Job_Title_Graphic Designer,Job_Title_HR Specialist,Job_Title_Lawyer,Job_Title_Marketing Manager,Job_Title_Mechanic,Job_Title_Nurse,Job_Title_Research Scientist,Job_Title_Retail Worker,Job_Title_Security Guard,Job_Title_Software Engineer,Job_Title_Teacher,Job_Title_Truck Driver,Job_Title_UX Researcher,Education_Level_High School,Education_Level_Master's,Education_Level_PhD,Risk_Category_Low,Risk_Category_Medium
-1.2593744771512068,1.5245855094659002,-1.1314501262515149,0.9896949540350457,1.4061359720779798,-0.1631923433034405,-1.3791033009172597,-0.13635981942775732,-0.6050789132733682,-1.225705980828551,0.52514714101229,-1.5248835305544228,0.7493749212076332,1.534681069509073,-1.7234585300118075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.2710916682765443,0.6090789108424958,0.41807953775429435,0.39863856264205405,-1.8217536614786793,-1.657076269370983,0.07904066078094218,-0.34447214346537247,-1.5806380056910825,1.6787276392008474,-0.9433720956948103,-1.4207153323655333,0.4042899957892869,-0.4249329737950559,1.6981340894001054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.6427719457588,-1.4508109360601642,1.2632775363029174,0.6420147238038737,1.2447414904001473,-1.6918177560237166,1.537184622479144,0.21049405396826806,-0.3960305363267151,-1.6456240945677412,-0.9433720956948103,-0.8998743414210862,0.6113409510402948,0.37990850827628275,1.1744209333676696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.3628485208545833,-0.19198936295298316,-0.3919018775214695,-1.0963864273519845,0.3974204615915239,-0.23267531660890767,-0.9972084538058259,0.24517944130787023,-1.6503207980066334,1.2238163493167247,-0.17414773361013883,-0.3443106177470091,1.4740532645861606,0.7998258032700247,-0.571289586740449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5483816938047754,0.8379555604983469,0.06591370502570143,1.6155193684511546,0.558814943269357,0.8790522562785659,0.14847608752847566,0.31455021598707533,1.6247704408242645,0.418973297983277,-0.7685483770392032,-0.6915379450433073,-1.1485921685932712,-1.6846848587762817,-0.25706169312098776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0930492803588716,-0.4208660126088343,-0.7440677102500626,-1.6874428187449766,-1.620010559381388,0.7400863096676316,1.0164189218726434,0.3839209906662805,1.4854048561931628,0.5589460025630072,1.4342304780214472,1.2182123550863324,-0.18235437742190172,-1.4047399954471205,-0.4316327451317996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5202171663292643,0.9523938853262723,0.594162454118591,0.3291025165958196,-0.36920332637818265,0.21896400987662867,-0.40700732645179183,1.6325949348919715,1.2066736869309582,0.8038982355775346,-0.908407351963689,-0.8304288759618266,-1.5972025716371216,0.7298395874377344,-1.3394022155880214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0390424317795626,-0.30642768778090873,-1.0610169597057961,1.4069112303124514,-1.3375702164451801,0.21896400987662867,0.7039595015087428,-1.2462922142950383,0.3356387829865705,0.17402106496874958,-1.0482663268881747,1.5307169496530006,0.3352730107056176,0.6598533716054439,1.3489919853784818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.4407334713105884,-0.30642768778090873,-0.7088511269772032,-1.339762588513805,-0.08676298344197497,-0.9622465363163122,-0.26813647295672505,1.3204264488355488,-0.6399203094311436,-1.2956923331184163,-0.48883042719023184,1.4265487514641113,-0.8035072431749251,0.5198809399408635,-1.7234585300118075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.12589557480056926,-1.4508109360601642,-1.730132041890123,0.05095833241088201,1.204392869980689,-0.9622465363163122,-1.3096678741697263,-0.5525844675029876,1.520246252350938,-0.5958288102197659,0.07060547250771125,0.697371364141885,-0.49293081029841346,1.6396603932575085,1.6283056685957804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.19187380926849476,-0.993057636748462,-0.004519461520017228,-0.6791701510745785,-0.36920332637818265,-1.5875932960655161,0.39150008114484247,0.002381729930652714,-1.5806380056910825,-0.7358015147994958,1.4342304780214472,-0.8998743414210862,-1.2521176462187753,-0.040008786717459166,1.7330482998022678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.811584910484159,0.8379555604983469,0.594162454118591,0.9201589079888113,-0.40955194679764073,0.8095692829730987,-0.44172503982555855,0.4532917653454856,0.4401629714598972,0.17402106496874958,-1.4328785079305104,1.1834896223567024,-0.6309647804657519,-1.089802024201814,-1.583801688403158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.2763190134363784,1.4101471846379745,0.6293790373914503,-1.6526747957218593,-0.006065742603058425,-0.9275050496635786,0.5303709346399095,-1.1422360522762307,0.64921134840655,-0.35087657720523824,1.5391247092148113,-1.2471016687173844,-0.5619477953820826,-1.3697468875309753,1.4886488269871312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7689866110510789,-0.6497426622646854,-0.8497174600686404,0.5724786777576393,0.5184663228498987,0.21896400987662867,0.11375837415470892,-0.8994383408990131,-1.4412724210599805,1.43377540618632,1.3992657342903259,0.45431223503447654,-0.5619477953820826,-0.5299122975434915,0.8252788293460459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
